"project_id","backers_count","x_coor","y_coor","city_id","parent_id","sub_id"
698018053,7317,-209.53,55.20,3,14,131
1852554537,7297,-6.90,-108.75,12,6,8
195699234,7293,-32.58,-52.78,14,9,63
1888729132,7253,57.94,95.38,1,11,22
522348538,7232,-53.91,-107.50,12,6,53
1186359414,7231,-162.73,-256.24,2,9,148
2115199761,7221,68.82,-89.37,6,9,64
668935019,7204,177.38,-199.43,1,7,25
59807014,7204,-236.17,-53.49,3,5,113
2036816539,7158,-18.21,-42.42,103,7,153
1285061889,7119,11.52,19.14,23,2,152
395487130,7063,9.95,38.43,12,13,95
2100303155,7058,-51.89,-63.13,16,9,136
965102512,6972,2.37,-51.76,3,14,39
1349185506,6969,5.51,-89.03,14,9,136
1962634224,6968,140.70,4.74,3,7,153
1181486974,6963,-38.27,-9.86,19,9,148
820221410,6938,-24.63,18.18,20,9,148
27413688,6937,38.35,-58.69,5,9,136
472063,6927,234.92,-16.55,1,11,90
1914545924,6916,42.78,-52.23,14,9,136
975525059,6911,-27.05,-65.97,27,8,59
1419663165,6879,-59.21,-16.81,7,14,68
982678058,6791,-246.48,172.88,1,9,136
1942255469,6768,-30.47,-59.49,19,5,113
1433236901,6729,-232.07,128.87,2,5,113
1593023948,6718,96.52,200.19,1,5,113
985162833,6718,-44.53,197.90,1,5,66
1373307621,6688,-55.27,-67.73,51,5,113
864502774,6676,33.76,-36.07,33,9,63
1859509147,6611,-24.67,-49.61,60,9,136
1678396720,6589,-82.24,14.58,15,9,136
11462711,6581,-109.12,178.86,2,5,113
866896453,6570,-18.29,-10.11,154,9,148
817181187,6557,-227.97,-252.08,1,14,138
1170004530,6553,47.98,-47.41,3,14,68
447270065,6531,-325.36,-43.50,1,5,113
1870349145,6511,-31.75,-90.06,5,7,56
1078982332,6508,149.58,130.88,2,7,40
1386711117,6480,-43.57,-59.80,50,14,149
1747482024,6479,-264.00,-215.06,1,14,131
1599168323,6466,-101.53,74.58,4,2,27
1567218706,6421,77.22,-100.51,1,7,93
1710147657,6362,-36.93,0.87,46,5,113
1280589435,6304,-41.79,-8.45,66,11,125
680582898,6297,-92.45,95.61,4,14,62
1892390427,6248,2.25,70.11,5,5,113
2010525204,6237,-55.20,9.88,11,5,113
2004371267,6192,53.03,151.55,1,5,36
1426839435,6158,-30.33,38.00,19,6,3
1646438758,6148,143.11,-56.74,3,5,36
218435039,6146,-166.97,-22.65,3,14,149
304805763,6138,-90.87,-20.31,5,9,136
566670767,6113,74.99,-20.30,12,7,56
1154477367,6093,-180.52,63.54,3,9,148
1705385374,6072,-92.03,-36.85,7,14,138
164452934,6033,24.49,56.44,12,9,136
496700623,5989,-153.10,183.69,2,14,138
1508140895,5964,24.12,81.39,6,14,39
1144894305,5955,92.23,-164.54,3,5,113
276808753,5925,64.37,-68.08,7,9,148
1058821097,5910,130.04,-230.00,2,9,148
1070635455,5909,17.32,-128.26,4,9,148
262893250,5887,-19.18,26.60,96,5,113
288918415,5836,-30.48,-34.86,108,9,148
1265347331,5834,73.09,68.96,3,14,132
995551135,5828,-59.28,223.32,1,9,148
244199423,5827,114.30,-163.97,3,5,113
1683659961,5814,-191.26,164.49,2,14,149
195637882,5803,-5.19,-97.41,3,5,113
525505938,5799,-30.58,86.44,4,14,132
1066172240,5794,-81.29,-71.79,13,9,136
544322043,5770,-0.17,-26.62,115,7,6
1877182337,5764,-205.26,-78.03,3,5,113
1187961095,5751,-83.46,52.97,5,9,148
439128383,5746,-52.07,-75.44,12,14,138
1066332624,5731,31.50,-65.00,4,5,113
1955295891,5714,-6.71,-277.56,2,9,106
889058904,5709,67.46,60.16,4,2,27
1923473084,5694,-18.11,43.06,11,14,138
1498734977,5685,-261.15,70.79,1,5,113
810576372,5679,58.56,-276.52,2,9,148
1351892086,5661,7.92,-213.42,3,13,120
19902275,5661,-79.34,9.36,2,7,153
1266937342,5636,64.58,-261.09,1,8,30
1354204177,5631,-30.81,12.00,5,9,148
472837762,5622,-27.20,-54.85,41,5,36
1008826259,5620,37.90,47.66,6,5,113
444142949,5619,-14.07,10.49,60,6,61
1726903088,5616,133.25,7.05,2,7,6
311406623,5613,-2.72,-61.42,34,9,148
1492191184,5602,105.10,-54.25,5,7,50
485694124,5582,41.58,223.84,1,12,104
879086735,5578,-77.39,210.70,1,6,53
1008109037,5564,-20.78,-35.46,3,14,39
459943590,5553,-34.28,-39.70,71,2,7
373368980,5549,-59.40,44.25,11,14,39
1439806778,5538,61.97,-209.61,3,8,59
1310046506,5538,-24.84,10.14,48,14,149
2117623507,5519,32.13,-178.53,3,5,36
1140326250,5514,37.13,-169.17,4,8,59
917643914,5512,-122.99,-17.62,8,9,136
414426206,5498,-30.93,69.34,12,9,148
791322668,5476,-27.17,118.14,3,9,136
1902509544,5434,-19.98,-77.84,12,14,138
1984151173,5434,-39.84,-5.24,30,9,136
2134043830,5428,-81.86,146.05,2,5,113
804165301,5423,60.00,30.80,5,9,148
298978702,5418,143.96,-157.44,2,6,61
30567652,5414,28.19,-220.46,3,8,59
496736434,5410,-263.26,128.88,1,9,136
1259996514,5405,-20.86,-1.19,58,9,136
379194621,5396,-32.21,-9.58,109,9,148
2045072984,5360,-63.51,-19.50,38,9,136
872786842,5358,-97.77,-163.16,3,5,113
162237794,5331,-4.74,-27.75,129,9,136
1598206930,5312,5.15,-9.38,143,9,136
408072368,5302,30.54,12.70,16,9,136
2021910103,5288,7.10,-63.15,30,6,53
1951280360,5287,-52.86,-60.57,26,9,136
1714018368,5276,117.86,-129.28,3,5,113
530360154,5273,173.65,142.63,1,5,113
859391574,5266,74.51,-42.60,8,9,148
950431786,5258,-57.12,-85.67,13,9,136
1650287708,5258,133.34,-106.94,3,5,113
1152466687,5250,-125.65,-18.82,5,7,153
1111968586,5227,-36.99,11.77,57,5,113
1524197839,5220,-31.79,38.17,92,5,113
1901440175,5189,4.88,-6.11,74,9,136
30040091,5186,96.31,-9.25,6,7,56
120872390,5157,-50.47,-47.55,24,14,138
1686817826,5119,27.41,-43.08,22,9,136
1624329316,5106,-44.96,-5.17,123,5,113
251988143,5102,-25.46,-177.12,3,5,113
826813579,5093,-36.66,-16.69,23,5,36
873229808,5092,26.36,-142.83,5,14,68
1054480724,5085,15.87,-78.54,19,5,113
1748641936,5076,51.25,10.55,16,9,136
588238292,5055,-84.07,21.29,5,9,148
1034094182,5051,18.43,-53.28,14,9,136
864588968,5043,-42.50,-54.58,9,11,48
948065223,5029,-26.40,108.17,4,14,138
1534114753,5022,-8.60,11.24,36,5,113
174072609,5005,-115.43,-0.49,6,5,113
550443638,5001,78.28,-100.98,5,13,120
731384321,4976,-7.78,115.71,2,7,56
1959596402,4975,-19.78,96.54,5,5,113
199261692,4974,-262.18,-127.44,2,6,8
434229464,4958,-16.48,-44.19,47,9,148
2017949679,4953,63.36,-256.03,2,9,148
466316739,4952,-21.42,-29.74,150,14,62
1246102928,4948,-13.27,-38.77,104,6,61
1447952670,4905,-156.83,22.31,4,11,125
1068876619,4900,18.66,106.65,5,6,8
116122239,4893,0.26,-40.06,39,9,136
3968895,4887,26.00,-44.54,11,7,25
1913513490,4885,-90.29,5.25,13,9,136
474613074,4883,91.42,-292.20,1,14,68
390797319,4860,-308.39,-144.66,1,14,138
1590376888,4850,-96.43,-9.51,16,9,136
1431164544,4849,-127.17,-167.66,3,5,113
109262064,4839,-36.65,37.90,33,9,136
1595929609,4833,40.65,72.71,5,5,113
543596050,4828,12.93,19.28,27,5,113
488877306,4823,-102.91,60.86,5,5,113
285918976,4822,42.64,-185.97,2,9,148
1940428585,4818,88.03,-134.94,3,5,113
376748065,4789,-290.94,-1.09,2,7,93
1554691927,4774,-12.55,-75.57,13,9,136
1541652212,4765,-78.26,-5.32,26,9,136
725856887,4765,-273.37,16.98,1,1,11
47248787,4744,50.60,-11.43,16,13,120
1027144241,4730,-337.89,-13.06,1,5,113
1016005900,4726,51.66,13.14,6,5,113
1758695261,4722,62.10,66.66,5,5,113
128198632,4693,9.47,62.36,6,14,62
940182197,4689,-45.04,-117.53,7,9,148
1844646600,4686,-4.02,-45.22,143,5,113
183075220,4679,-225.51,-109.66,3,5,113
798944392,4670,-128.56,188.88,2,14,138
458610231,4658,-0.74,22.23,5,9,136
413729652,4649,2.84,-8.52,96,9,63
2063069755,4649,2.02,-41.77,60,9,136
242988591,4636,-71.44,-63.30,14,9,148
1468645245,4634,98.00,165.54,2,5,113
747314112,4632,18.28,248.33,1,9,148
1127031239,4597,85.27,-30.40,4,5,113
1977383903,4586,181.45,-31.91,2,7,153
345927017,4586,-0.92,-136.54,3,5,113
633699603,4583,60.76,-39.50,5,9,148
1067080573,4574,-23.28,63.25,5,9,148
2039432106,4570,-99.61,26.49,4,5,113
319879133,4562,-59.49,-63.43,33,14,68
218087705,4550,-18.58,-35.78,77,9,148
1916534136,4541,-35.33,-22.23,145,5,113
1684423840,4534,-5.34,-24.35,81,9,148
1883401213,4509,14.86,-59.37,28,9,136
395310293,4506,-132.82,-265.77,2,9,136
1206936256,4495,40.69,41.02,9,7,93
696436568,4478,-100.13,40.97,8,7,6
1960984994,4477,-36.76,-62.63,3,7,40
1735427296,4474,36.25,-115.48,5,14,68
1350543424,4459,-15.44,-34.46,7,14,39
1592553956,4459,91.20,-105.12,3,5,113
63646255,4441,-45.48,-112.68,5,2,27
487048791,4435,109.75,-110.79,3,5,113
464382685,4421,-58.07,-63.64,19,5,113
1411536303,4417,32.53,-25.80,13,9,136
884396276,4415,-76.62,-8.64,12,14,149
981718744,4409,-6.64,-62.69,21,9,148
480780165,4400,-323.38,33.65,1,5,113
345567137,4398,9.47,-70.35,13,9,136
2005196572,4396,94.87,-29.49,3,7,40
1135999291,4395,-6.46,-17.75,84,7,40
711449555,4378,11.85,187.51,1,5,36
1209687751,4372,-16.96,-36.92,33,14,62
131971192,4371,-18.63,81.99,6,14,39
258183443,4371,68.42,-70.07,12,14,68
1536265459,4362,31.38,-5.51,28,5,113
103963936,4357,-19.39,-110.01,7,9,148
832436504,4333,13.34,-28.33,26,9,136
1798984599,4330,-36.88,-277.19,2,9,136
1228726434,4327,-3.06,-64.53,18,5,36
1758139953,4311,-35.25,-14.27,5,7,93
2091490692,4300,74.79,-212.41,2,9,148
582309977,4296,-185.46,123.38,2,5,113
484736724,4278,-91.08,-29.55,13,9,136
227763920,4272,-40.66,8.47,2,7,40
302306414,4270,-147.25,-117.55,4,5,113
642523773,4256,-276.24,39.88,2,11,24
1614508187,4253,81.49,64.93,5,5,113
1162836718,4245,69.81,-194.02,2,7,40
579380826,4245,-110.13,-78.16,7,14,68
156839643,4242,158.85,-231.34,1,13,95
344994316,4242,10.05,151.07,1,5,113
198414354,4232,-174.18,-175.80,3,5,113
931396625,4222,-26.62,-60.27,34,9,136
1299558138,4218,-2.73,-103.53,4,5,113
485187263,4201,-243.59,60.25,2,11,109
1229772890,4201,73.10,-118.65,4,5,113
486774962,4194,-31.91,-35.89,80,9,136
887762045,4172,12.70,-23.83,7,14,39
441814837,4148,-246.57,-226.66,1,14,62
2143543297,4146,-50.96,241.93,1,9,148
149978719,4141,-73.87,-70.01,17,5,36
1947503755,4133,-42.33,109.90,5,4,35
392502096,4131,-43.29,2.40,74,9,148
1493315961,4121,35.20,-101.95,12,6,53
2070754258,4097,11.60,-88.01,16,8,59
1016357821,4091,-39.01,7.97,12,14,138
1757313568,4084,11.39,88.62,5,8,59
668359294,4077,23.22,-215.25,2,9,148
1415764705,4074,182.12,70.36,1,5,113
1176453878,4073,-177.61,208.40,1,9,148
1205500148,4062,33.59,-33.88,18,9,148
1332810988,4048,48.60,175.12,1,5,113
615356724,4044,-12.79,-71.39,10,9,148
2142208650,4039,57.43,135.32,3,6,53
388059526,4034,-22.17,-47.44,66,5,113
474950338,4027,-276.83,-100.68,2,6,3
61500846,4023,-21.45,-54.24,36,14,62
507251583,4022,-9.90,4.63,61,5,66
849119531,4021,-9.38,-28.32,130,9,136
1693482631,4015,-104.34,8.77,5,9,136
1237309183,4013,-140.16,62.74,3,14,62
1430759501,4010,38.51,143.07,3,6,53
1946280159,4001,110.74,-27.82,4,5,113
1613503360,3997,-69.26,1.81,24,7,6
44469305,3969,-23.05,-21.22,112,9,148
1366096856,3966,-74.71,-21.94,51,14,39
1682441908,3962,0.94,-3.28,113,7,25
922417514,3948,-23.99,-4.21,118,14,68
1841803313,3925,-29.56,-49.17,5,9,136
296999446,3923,-87.05,-273.47,1,2,27
1913921538,3919,90.07,-0.02,3,14,138
758696466,3918,-8.56,-16.42,148,9,106
321167130,3915,-28.93,-124.27,3,5,113
1745988987,3908,12.82,-37.60,49,5,113
397879019,3906,-29.24,-219.79,2,9,148
710924114,3900,128.54,76.50,2,7,153
677596996,3890,-171.07,104.69,2,13,12
355247056,3882,-76.08,-82.63,5,1,11
2131119728,3873,-123.18,-24.52,7,11,90
1140599049,3871,-51.24,-125.51,6,9,148
1214144200,3869,-142.27,-34.87,5,9,136
1090524279,3864,21.19,18.04,51,14,138
1238191114,3863,-39.49,8.33,32,9,136
683991328,3863,-35.17,-148.85,5,14,68
7621774,3861,1.80,-64.92,14,5,113
442757976,3851,-147.15,73.54,4,2,67
318629816,3850,-30.57,152.83,2,5,113
857799723,3842,-106.39,-2.56,12,7,25
938432568,3840,-3.51,-70.05,2,7,40
1669882174,3833,110.84,-180.34,2,7,56
882538995,3811,-60.28,37.81,17,9,136
1387333522,3801,-215.59,-182.50,2,6,53
1436300739,3797,-150.37,-143.50,3,5,113
1028259978,3792,-45.56,-66.33,24,14,62
761341218,3790,16.22,-43.57,38,9,136
197718885,3790,18.43,-7.49,42,7,40
1770431264,3787,-202.65,75.28,3,9,148
1385354933,3784,-301.74,-162.59,1,14,131
1661190565,3783,-55.00,-328.15,1,14,138
243520021,3780,-1.20,-13.02,95,9,148
1224002188,3769,-48.80,-311.23,1,14,62
765598413,3763,-51.66,12.67,23,5,36
1401189621,3759,-16.98,41.31,14,14,149
1737075049,3756,-2.85,-6.59,115,2,27
297529756,3756,-11.21,-98.73,13,9,136
767863372,3755,-81.88,-42.34,15,11,125
821637012,3755,216.20,-62.52,2,7,40
797712747,3746,123.67,-196.91,2,9,136
896419309,3737,41.32,38.20,7,5,36
188308790,3729,-321.96,-118.01,1,2,152
1096212698,3724,-32.09,-63.62,96,9,136
1389347566,3724,-53.29,-27.23,8,9,148
521527692,3722,-132.09,-62.83,4,15,92
1486687198,3715,-75.94,12.31,10,5,113
913456653,3712,64.14,-231.74,2,9,148
1609012347,3710,-161.00,35.65,3,14,138
1660712174,3706,-26.75,10.27,74,14,62
1471274443,3702,-20.90,-91.27,19,5,113
149241878,3698,4.91,7.67,46,14,1
1420992594,3696,40.82,-24.19,26,9,136
298763592,3687,-24.71,-8.27,128,9,148
695587629,3677,-69.71,95.72,4,14,149
1855452054,3676,-26.00,-12.01,141,8,59
141070471,3674,-25.25,-38.04,90,5,113
451372321,3666,9.77,-77.18,7,9,148
1307827916,3658,-25.97,-195.02,2,9,148
300724127,3652,-4.98,71.64,12,9,148
1732819832,3642,140.15,-125.04,3,5,113
727365041,3631,-10.26,45.11,3,14,149
760007816,3612,-8.22,-25.97,66,6,53
1602993145,3611,-190.71,-24.44,3,14,138
604121116,3609,-157.68,17.44,3,14,68
860492963,3608,84.02,-229.98,2,9,148
1057451401,3594,116.26,169.57,2,5,113
566134489,3584,12.04,-257.30,1,7,40
1820842563,3578,-48.64,147.88,3,9,148
274211985,3567,30.99,-79.26,14,9,148
1409232932,3566,-185.73,137.25,1,5,113
2029936129,3565,98.12,-188.03,1,7,56
967327730,3564,91.85,-14.22,8,7,40
1211103634,3562,194.47,-103.79,2,7,6
399039802,3562,-60.94,-20.69,27,9,136
700452989,3559,-257.78,152.14,1,9,148
2107457288,3554,-91.71,4.26,10,7,56
1561758887,3546,-200.59,-117.40,3,5,113
2088391604,3544,-127.31,11.96,4,15,141
784213276,3537,-14.66,-2.15,97,14,17
1418201778,3536,-116.69,203.29,2,12,103
67948361,3535,-222.36,153.72,1,9,148
1893485347,3535,-106.57,-174.67,4,9,136
570367892,3534,-28.10,157.31,1,5,113
158482369,3531,-1.39,7.25,49,9,136
1418462013,3526,-15.76,3.00,124,5,113
886800648,3526,53.13,-97.05,12,14,68
1097762440,3526,-4.27,48.61,5,9,148
364346382,3525,-226.99,109.03,2,14,138
653475927,3520,-136.76,45.07,3,14,1
85502694,3518,-156.22,-133.45,4,5,113
1793290056,3515,27.38,-29.20,3,14,68
1216965563,3508,-19.96,-58.69,39,6,53
1957774152,3503,-14.91,-102.71,6,9,136
72218653,3501,-1.42,-35.61,28,9,136
10913642,3494,-101.76,218.71,1,9,136
172027133,3491,-115.23,33.48,6,5,36
994834878,3478,131.26,122.31,2,5,113
1332311949,3468,-37.28,-49.37,7,14,138
2121708781,3468,-28.61,-4.98,67,9,148
1369704254,3468,-63.19,-144.44,5,14,133
1090739620,3463,-309.40,50.10,1,6,53
1761640291,3459,-33.47,-88.79,13,9,136
1326363492,3448,-196.59,-137.81,2,7,40
487759540,3446,63.98,-87.76,7,9,148
290752114,3444,-108.79,-321.28,1,14,131
1764974608,3436,-44.57,83.79,5,5,113
697137353,3434,11.77,-14.97,123,5,113
412191182,3427,-11.06,-48.39,8,9,148
1533000916,3426,-95.54,23.69,3,14,138
868296071,3424,19.68,-62.77,51,9,63
1539364681,3424,-39.90,-11.93,144,9,148
1713222672,3424,49.10,118.20,3,9,148
228390765,3423,-193.98,-32.47,4,11,22
991031889,3419,-42.72,-196.42,3,13,115
1128077736,3404,-38.00,24.64,50,9,136
362001069,3402,-48.66,-13.16,53,9,136
497234573,3399,-85.64,47.04,3,14,68
1029803652,3397,150.76,-99.19,3,5,113
253017383,3397,13.54,-26.15,38,9,136
1406692899,3391,-40.03,-30.08,123,5,113
2048780172,3391,-37.38,58.78,9,14,68
2078275435,3390,-174.58,-68.82,4,5,113
2023386275,3384,-215.50,-29.36,1,7,40
1334552739,3379,155.72,-73.33,2,7,127
1786758050,3379,139.46,90.33,1,5,113
109479771,3378,-75.14,-115.40,5,2,27
636029584,3370,-272.18,110.19,1,5,113
1876676092,3368,34.34,-15.67,30,9,148
502287517,3367,45.05,-51.96,13,9,136
718272345,3355,-51.76,-241.19,3,8,130
594440426,3353,21.35,-83.52,6,8,59
1529420800,3339,10.89,9.23,29,5,113
499497800,3331,-37.40,-54.48,47,14,68
753121986,3331,13.06,-152.38,2,6,121
1340222081,3325,5.68,9.70,51,5,113
319120396,3324,-5.85,-54.81,49,2,152
1197356595,3320,21.87,-157.11,3,5,113
1026598212,3317,-38.91,-56.00,29,9,136
1106894890,3316,68.67,-143.81,4,9,148
2115191516,3312,-70.03,12.01,33,9,136
36349602,3307,-90.85,145.60,3,6,53
238266124,3306,-231.99,82.92,2,5,113
1441159468,3306,-5.84,-57.44,12,14,62
1853767190,3305,47.87,-95.71,2,7,40
166962515,3305,-27.21,-34.56,61,11,73
2080733207,3301,-213.07,90.24,2,5,113
925569640,3300,-305.37,31.57,1,5,23
1012673335,3297,-20.22,-52.91,50,14,62
354872367,3294,207.44,7.27,2,7,153
1732240067,3289,-144.93,-262.49,1,2,7
1787518207,3284,-25.54,-18.99,105,7,6
20409315,3282,-49.30,-32.20,60,9,136
131086022,3281,-59.91,132.17,3,6,53
117463668,3266,93.28,-184.05,3,5,113
502919220,3266,59.81,-85.61,3,5,113
737893509,3258,-225.27,38.60,2,11,73
892849784,3258,-54.71,-17.30,35,9,148
611719052,3258,-65.81,-2.42,16,9,136
543976493,3258,-168.41,-88.73,4,5,113
404784548,3252,116.58,202.10,1,6,3
1183670234,3251,23.56,-150.80,4,9,136
